Код ЦБ;Краткое наименование ;Дата собрания;Дата фиксации реестра;Ставка, рекомендованная по обыкновенным акциям;Ставка, рекомендованная по привилегированным акциям;Ставка, определенная по обыкновенным акциям;Ставка, определенная по привилегированным акциям;Дивиденды за период;Дата появления события в ленте новостей;Источник;ИНН эмитента
ULEN;ОАО Э и Э" Ульяновскэнерго";24/05/2012;18/04/2012;0;0;0;0;2011;18/04/2012;Интерфакс;7327012462
KEMS;ОАО "Карпинский электромашиностроительный завод";09/06/2012;04/05/2012;0;;;;2011;04/05/2012;Интерфакс;6614001913
MRKY;ОАО "МРСК Юга";18/06/2012;08/05/2012;0;;;;2011;03/05/2012;Интерфакс;6164266561
MRKV;ОАО "МРСК Волги";13/06/2012;03/05/2012;0.00112;;;;2011;02/05/2012;Интерфакс;6450925977
KRKN;ОАО "Саратовский нефтеперерабатывающий завод";21/06/2012;05/05/2012;0;471.64;;;2011;05/05/2012;Интерфакс;6451114900
VLGG;ОАО "Волгогаз"  Дочернее ОАО "Газпром";08/06/2012;05/05/2012;2,030.25;;;;2011;10/05/2012;Интерфакс;5260000210
TAVR;ОАО Санкт-Петербургский АКБ "Таврический";22/06/2012;03/05/2012;0.28;;;;2011;03/05/2012;Интерфакс;7831000108
MKSH;ОАО "Мебельная компания "Шатура";14/06/2012;26/04/2012;608.67;;;;2011;16/04/2012;Интерфакс;5049007736
KZIZ;ОАО "Красногорский завод им. С.А.Зверева";16/05/2012;10/04/2012;1.7;3.5;1.7;3.5;2011;05/04/2012;Интерфакс;5024022965
SBEH;ОАО "Сибэнергохолдинг";10/05/2012;02/04/2012;0;0;;;2011;05/04/2012;ДКК;7729604412
AISH;ОАО Асбестоцементных изделий "Шиферник";27/05/2012;03/05/2012;0;0;0;0;2011;28/04/2012;Интерфакс;2315058287
VNIP;ОАО "ВНИПИгаздобыча";31/05/2012;12/04/2012;682.7;682.7;682.7;682.7;2011;28/04/2012;ДКК;6455010081
SNGF;ОАО "Сибнефтегеофизика";25/05/2012;24/04/2012;6.04;18.13;6.04;18.13;2011;28/04/2012;Интерфакс;5406010136
SKBT;ОАО "Специальное конструкторское бюро турбонагнетателей";08/06/2012;27/04/2012;0;;;;2011;28/04/2012;Интерфакс;5837006021
NPOF;ОАО "Научно-производственное объединение "Физика";01/06/2012;13/04/2012;20;;;;2011;17/04/2012;Интерфакс;7726019607
SLDK;ОАО "Соломбальский лесопильно-деревообрабатывающий комбинат";23/05/2012;13/04/2012;0;0;0;0;2011;28/04/2012;ДКК;2901010706
TGKD;ОАО "Квадра-Генерирующая компания " (бывш. ТГК-4);22/05/2012;11/04/2012;0;0.0001867824;0;0.0001867824;2011;05/04/2012;Интерфакс;6829012680
MRKK;ОАО "МРСК Северного Кавказа";13/06/2012;03/05/2012;0;;;;2011;27/04/2012;Интерфакс;2632082033
OKBY;ОАО "Опытно-Конструкторское Бюро им,А,С,Яковлева";18/05/2012;12/04/2012;0;10;0;10;2011;11/04/2012;Интерфакс;7714039849
YARZ;ОАО "Ярославский радиозавод";31/05/2012;12/04/2012;0;236;0;236;2011;06/04/2012;Интерфакс;7601000086
TSRZ;ОАО "Туапсинский Судоремонтный Завод";22/06/2012;12/05/2012;;;;;2011;02/05/2012;Интерфакс;2322002888
TMSZ;ОАО "Тихорецкий машиностроительный завод им. В.В. Воровского";25/05/2012;09/04/2012;;;;;2011;05/04/2012;Интерфакс;2321003173
SMER;ОАО "Смоленская энергоремонтная компания";25/05/2012;17/04/2012;0;0;0;0;2011;18/04/2012;Интерфакс;6731048658
SILM;ОАО "Силовые машины - ЗТЛ,ЛМЗ,Электросила, Энергомашэкспорт";21/06/2012;03/05/2012;0;;;;2011;02/05/2012;Интерфакс;7702080289
KLMZ;ОАО "Холдинговая компания "Коломенский завод";05/06/2012;28/04/2012;68.578;68.578;;;2011;04/05/2012;Интерфакс;5022013517
TMPAP;ОАО "Арзамасское научно-производственное предприятие "ТЕМП-АВИА";31/05/2012;20/04/2012;;553.15;;553.15;2011;05/04/2012;Интерфакс;5243001887
MRSB;ОАО "Мордовская энергосбытовая компания";29/05/2012;18/04/2012;0;;0;;2011;18/04/2012;Интерфакс;1326192645
CHMF;ОАО "Северсталь";28/06/2012;15/05/2012;3.56;;;;2011;17/04/2012;Интерфакс;3528000597
MRIK;ОАО "Донская инвестиционная компания";15/06/2012;20/04/2012;;;;;2011;18/04/2012;Интерфакс;7721253272
MAKU;ОАО "Международный аэропорт "Курумоч";14/06/2012;30/04/2012;;;;;2011;28/04/2012;Интерфакс;6313036408
BLRE;Сельскохозяйственное ОАО "Белореченское";25/05/2012;23/04/2012;;;;;1 квартал 2012;03/05/2012;Интерфакс;3840001848
SLPT;ОАО "Северное лесопромышленное товарищество - лесозавод №3";04/06/2012;27/04/2012;0;;0;;2011;05/04/2012;Интерфакс;2900000198
NFTM;ОАО "Нефтемаш";27/04/2012;05/04/2012;;;;;2011;04/04/2012;Интерфакс;7204002810
MRKP;ОАО "МРСК Центра и Приволжья";22/06/2012;14/05/2012;0.0028;;;;2011;16/04/2012;Интерфакс;5260200603
ALNU;ОАО "АЛРОСА-Нюрба";15/06/2012;27/04/2012;1,312.5;;;;2011;02/05/2012;Интерфакс;1419003844
AKRN;ОАО "Акрон";28/06/2012;11/05/2012;46;;;;2011;03/05/2012;Интерфакс;5321029508
KRGG;ОАО "Краснодаргоргаз";08/06/2012;05/05/2012;;;;;2011;10/05/2012;Интерфакс;2309029802
TLNP;ОАО "Туланефтепродукт";18/06/2012;04/05/2012;1,865.92;1,865.92;;;2011;03/05/2012;Интерфакс;7107036789
NRLE;ОАО "Новорослесэкспорт";27/06/2012;14/05/2012;0;;;;2011;28/04/2012;Интерфакс;2315014794
PRIN;ОАО "Проектные инвестиции";20/04/2012;12/03/2012;0;;0;;2011;04/04/2012;ДКК;7731578978
AMMO;ОАО "Аммофос";21/05/2012;14/04/2012;667;;667;;2011;11/04/2012;Интерфакс;3528009430
SMNM;ОАО "Сахалинморнефтемонтаж";27/06/2012;10/05/2012;;;;;;10/05/2012;Интерфакс;6506000447
REBR;ОАО "Региональный банк развития";15/05/2012;03/04/2012;0;;0;;2011;06/04/2012;Интерфакс;0278081806
ELIB;НПО ОАО "Элсиб";27/06/2012;10/05/2012;0;;;;;02/05/2012;Интерфакс;5403102702
AAKP;ОАО ААК "Прогресс" имени Н.И. Сазыкина;18/05/2012;10/04/2012;0;;0;;2011;11/04/2012;Интерфакс;2501002394
RZNF;ОАО "Рязанский завод нефтехимпродуктов";08/06/2012;03/05/2012;;;;;2011;02/05/2012;Интерфакс;6228007653
DGBZ;ОАО "Дорогобуж";22/06/2012;04/05/2012;;;;;2011;03/05/2012;Интерфакс;6704000505
IRGZ;ОАО Э и Э "Иркутскэнерго";25/05/2012;17/04/2012;0.1234;;0.1234;;2011;18/04/2012;Интерфакс;3800000220
TKSM;ОАО "Тучковский комбинат строительных материалов";04/06/2012;28/04/2012;0;;0;;2011;28/04/2012;Интерфакс;5075002220
BENR;ОАО "Корпоративные сервисные системы";08/06/2012;27/04/2012;0;30.66;;;2011;28/04/2012;Интерфакс;3125008321
MRKH;ОАО "Холдинг МРСК";30/06/2012;25/05/2012;0;0.07;0;;2011;05/05/2012;Интерфакс;7728662669
ROST;ОАО "РОСИНТЕР РЕСТОРАНТС ХОЛДИНГ";21/06/2012;03/05/2012;0;;;;2011;04/05/2012;ДКК;7722514880
STSB;ОАО "Ставропольэнергосбыт";26/06/2012;16/05/2012;0;0.024085;;;2011;05/05/2012;Интерфакс;2626033550
KVEN;ОАО "КВЭН";11/05/2012;16/04/2012;;;;;2011;18/04/2012;Интерфакс;2508008275
BORG;ОАО "Борский стекольный завод";22/06/2012;17/05/2012;;;;;2011;05/04/2012;Интерфакс;5246002261
PLKT;ОАО "Пластик";01/06/2012;26/04/2012;0;;0;;2011;02/05/2012;Интерфакс;7117000076
TEXL;ОАО "Технолог";22/05/2012;06/04/2012;1.1;;1.1;;2011;02/05/2012;ДКК;7711000882
KZOS;ОАО "Казаньоргсинтез";21/06/2012;03/05/2012;0.06;0.25;;;2011;02/05/2012;Интерфакс;1658008723
VARN;ОАО "Варьеганнефть";07/06/2012;24/04/2012;0;1;;;2011;28/04/2012;Интерфакс;8609002880
KZHB;ОАО "КЗХ "Бирюса";22/06/2012;16/05/2012;0;;;;2011;02/05/2012;Интерфакс;2451000695
MZIK;ОАО "Машиностроительный завод им.М.И.Калинина, г.Екатеринубр;07/06/2012;27/04/2012;47.96;194.23;;;2011;28/04/2012;Интерфакс;6663003800
URAP;ОАО "Челябинский машиностроительный завод автомобильных прицепов "Уралавтоприцеп";23/05/2012;04/04/2012;;;;;2011;05/04/2012;ДКК;7450003445
VONM;ОАО "ВолгоградНефтеМаш";24/05/2012;18/04/2012;100;;100;;2011;17/04/2012;Интерфакс;3446003396
BEGY;ОАО "Башкирэнерго";20/06/2012;05/05/2012;;7.65;;;2011;17/04/2012;Интерфакс;0275000990
MTSS;ОАО "МТС";27/06/2012;10/05/2012;14.71;;;;2011;12/04/2012;Интерфакс;7740000076
MEFR;ОАО "Метафракс";01/06/2012;24/04/2012;0.5;;0.5;;2011;19/04/2012;Интерфакс;5913001268
METS;ОАО "Металлист-Самара";23/04/2012;09/03/2012;;;;;2011;07/02/2012;Интерфакс;6318105574
TOBM;ОАО "Теплообменник";15/05/2012;29/03/2012;2.31;;2.31;;2011;06/02/2012;Интерфакс;5258000011
OBNE;ОАО "Обьнефтегазгеология";20/06/2012;04/05/2012;0;0;;;2011;13/04/2012;Интерфакс;8602016394
OENG;Дочернее ОАО "Оргэнергогаз" ОАО "Газпром";05/06/2012;23/04/2012;1.05;;;;2011;17/04/2012;Интерфакс;5003000696
TLAZ_O2;ОАО "ТольяттиАзот";10/03/2012;01/02/2012;6,759,780;;6,759,780;;2011;06/02/2012;Интерфакс;6320004728
WTCM;ОАО "Центр международной торговли";27/04/2012;11/03/2012;0.298795;0.298795;0.298795;0.298795;2011;03/02/2012;Интерфакс;7703034574
NTCZ;ОАО "Новотроицкий цементный завод";24/05/2012;23/04/2012;0;;0;;2011;18/04/2012;Интерфакс;5607004870
FARM;ОАО "Фармакон";25/05/2012;23/04/2012;100;;100;;2011;18/04/2012;Интерфакс;7810208970
TRSS;ОАО "Транссигналстрой";21/06/2012;04/05/2012;50;;;;2011;06/02/2012;Интерфакс;7701009090
LTST;ОАО "Лентелефонстрой";30/03/2012;09/02/2012;0;;0;;2011;08/02/2012;Интерфакс;7812017339
COMZ;ОАО "Копейский машиностроительный завод";24/05/2012;13/04/2012;0;;0;;2011;16/04/2012;Интерфакс;7411005872
SUCE;ОАО "Сухоложскцемент";07/03/2012;03/02/2012;1,564.73;;1,564.73;;2011;03/02/2012;ДКК;6633001919
ZVST;ОАО "Зарубежводстрой";16/05/2012;03/04/2012;;;;;2011;18/04/2012;ДКК;7714253708
URRM;ОАО "Уралредмет";20/04/2012;05/03/2012;0;;0;;2011;07/02/2012;Интерфакс;6606002529
TOZZ;ОАО "Тульский оружейный завод";27/04/2012;10/03/2012;;;;;2011;08/02/2012;Интерфакс;7107003303
UAZA;ОАО "Ульяновский Автомобильный Завод";31/05/2012;13/04/2012;0;0;0;0;2011;16/04/2012;Интерфакс;7300000029
GZCE;ОАО "Горнозаводскцемент";12/04/2012;20/02/2012;450;;450;;2011;15/02/2012;Интерфакс;5934010150
BSPB;ОАО "Банк "Санкт-Петербург";28/04/2012;11/03/2012;0.11;0.11;;;2011;27/01/2012;Интерфакс;7831000027
PLZL;ОАО "Полюс Золото";25/05/2012;18/04/2012;0;;0;;2011;06/04/2012;Интерфакс;7703389295
MAGN;ОАО "Магнитогорский металлургический комбинат";25/05/2012;09/04/2012;0;0;0;0;2011;14/02/2012;Интерфакс;7414003633
MSTS;ОАО "Мостострой-11";24/05/2012;09/04/2012;;;;;2011;10/04/2012;Интерфакс;8617001665
URBM;ОАО "Уралбурмаш";27/04/2012;02/04/2012;0;;0;;2011;26/03/2012;Интерфакс;6646000133
SITR;ОАО "Ситроникс";28/06/2012;15/05/2012;0;;;;2011;12/04/2012;Интерфакс;7735116621
KLSB;ОАО "Калужская сбытовая компания";30/05/2012;12/04/2012;0;;0;;2011;13/04/2012;Интерфакс;4029030252
KTSB;ОАО "Костромская сбытовая компания";18/05/2012;06/04/2012;0.0696372;0.0696372;0.0696372;0.0696372;2011;06/04/2012;Интерфакс;4401050567
SYNG;ОАО "Синергия";29/05/2012;10/04/2012;0;;0;;2011;10/04/2012;Интерфакс;7705634425
KRGM;ОАО Криогенного машиностроения;23/05/2012;10/04/2012;0;;;;2011;09/04/2012;Интерфакс;5001000066
MSCP;ОАО "Мурманский морской торговый порт";25/05/2012;24/04/2012;399.69;1,199.12;399.69;1,199.12;2011;09/04/2012;Интерфакс;5190400349
ELAX;ОАО "Элакс";18/06/2012;04/05/2012;0;;;;2011;13/04/2012;Интерфакс;7735002166
PTRL;ОАО Компания "РУСИА Петролеум";30/03/2012;10/01/2012;0;;0;;2010;30/12/2011;Интерфакс;3807001632
RCAP;ОАО АКБ "Российский капитал";18/05/2012;09/04/2012;0;;0;;2011;10/04/2012;Интерфакс;7725038124
FING;ОАО "ФИНГО";17/05/2012;06/04/2012;;;;;2011;12/04/2012;ДКК;7609001719
NOKN;ОАО "Новосибирский Оловянный комбинат";29/06/2012;14/05/2012;0;;;;2011;13/04/2012;Интерфакс;5403101667
LEPS;ОАО "Электромашиностроительный завод "ЛЕПСЕ";08/06/2012;19/04/2012;;;;;2011;06/02/2012;Интерфакс;4345000930
RBER;Внешнеторговое АООТ "Русская березка";31/05/2012;16/04/2012;0;;0;;2011;13/04/2012;Интерфакс;7728038838
AVZB;ОАО "Автовазбанк";25/05/2012;10/04/2012;;;;;2011;12/04/2012;Интерфакс;6320006108
LSRG;ОAО "Группа ЛСР";05/04/2012;17/02/2012;20;;20;;2011;02/02/2012;Интерфакс;7838360491
PHST;ОАО "Фармстандарт";25/05/2012;06/04/2012;0;;0;;2011;06/04/2012;Интерфакс;0274110679
TSGI;ОАО "Тяжстанкогидропресс";05/06/2012;28/04/2012;20;21;;;2011;12/04/2012;ДКК;5403101628
ZAPK;ОАО "Запсибкомбанк";20/04/2012;11/03/2012;0.5;;0.5;;2011;03/02/2012;Интерфакс;7202021856
KRGE;ОАО Э и Э "Курганэнерго";25/05/2012;16/04/2012;0;0;0;0;2011;17/04/2012;Интерфакс;4501013657
SNFG;ОАО "Саратовнефтегаз";18/06/2012;04/05/2012;0;383.86;;;2011;17/04/2012;Интерфакс;6450011500
PKBA;ОАО "Пивоваренная компания "Балтика";12/04/2012;20/02/2012;0;;0;;2011;20/02/2012;Интерфакс;7830001405
OGKE;ОАО 'Энел ОГК-5';20/06/2012;02/05/2012;0;;;;2011;09/04/2012;Интерфакс;6671156423
CLSB;ОАО "Челябэнергосбыт";15/02/2012;11/01/2012;0.12458;0.12458;0.12458;0.12458;Прошлые годы;28/12/2011;Интерфакс;7451213318
CLSB;ОАО "Челябэнергосбыт";15/02/2012;11/01/2012;0.03123;0.03123;0.03123;0.03123;1-е полуг. 2011;28/12/2011;Интерфакс;7451213318
BTSM;ОАО Холдинговая компания "Барнаултрансмаш";29/05/2012;20/04/2012;0;0;0;0;2011;19/04/2012;Интерфакс;2202000222
ULPR;ОАО "Ульяновское производственное ремонтное предприятие";12/05/2012;26/03/2012;;;;;2011;27/03/2012;Интерфакс;7327030944
PGMT;Открытое акционерное общество "Пигмент";07/06/2012;18/04/2012;15;15;;;2011;09/04/2012;Интерфакс;6829000074
ASSB;ОАО "Астраханская энергосбытовая компания";25/05/2012;10/04/2012;0;;0;;2011;12/04/2012;Интерфакс;3017041554
MFGS;ОАО "Славнефть-Мегионнефтегаз";22/06/2012;11/05/2012;36.89;36.89;;;2011;12/04/2012;Интерфакс;8605003932
RZSB;ОАО "Рязанская энергетическая сбытовая компания";04/06/2012;20/04/2012;0.545635836;;;;2011;17/04/2012;Интерфакс;6229049014
TERL;ОАО "Тернейлес ";22/05/2012;22/04/2012;0;;0;;2011;14/02/2012;Интерфакс;2528000813
UUAZ;ОАО "Улан-Удэнский авиационный завод";29/06/2012;25/05/2012;0;;;;2011;21/02/2012;Интерфакс;0323018510
RZCM;ОАО "Ревдинский завод по обработке цветных металлов";04/06/2012;19/04/2012;;;;;2011;17/04/2012;Интерфакс;6627000770
SIBN;ОАО "Газпром нефть";08/06/2012;24/04/2012;7.3;;;;2011;10/04/2012;Интерфакс;5504036333
SHAZ;ОАО "Шадринский автоагрегатный завод";05/06/2012;20/04/2012;0;1;;;2011;09/04/2012;Интерфакс;4502000019
BELC;ОАО "Белгородасбестоцемент";29/05/2012;11/04/2012;300;;300;;2011;06/04/2012;Интерфакс;3123004089
RSEA;ОАО "Группа компаний "Русское море";29/05/2012;16/04/2012;0;;0;;2011;16/04/2012;Интерфакс;7816430057
MVZM;ОАО "Московский вертолетный завод имени М.Л. Миля";17/05/2012;02/04/2012;0;;;;2011;10/02/2012;Эмитент;7718016666
VLHZ;ОАО "Владимирский химический завод";03/04/2012;17/02/2012;4.7;;4.7;;2011;07/02/2012;Интерфакс;3302000669
ZZGTP_V1;ОАО "Заволжский завод гусеничных тягачей";04/05/2012;26/03/2012;;0;;0;2011;27/03/2012;Интерфакс;5248000566
CHMK;ОАО "Челябинский металлургический комбинат" (Мечел);17/05/2012;30/03/2012;0;;0;;2011;27/03/2012;Интерфакс;7450001007
MSOT;ОАО "Мостостроительный отряд №19";02/06/2012;16/04/2012;500;;500;;2011;03/02/2012;Интерфакс;7807002721
KOGK;ОАО "Коршуновский горно-обогатительный комбинат";25/05/2012;10/04/2012;0;;0;;2011;11/04/2012;Интерфакс;3834002314
URAG;ОАО "Уральский асбестовый горно-обогатительный комбинат";27/04/2012;13/03/2012;0.1;;0.1;;2011;03/02/2012;Интерфакс;6603001252
PRIB;ОАО "Прибой";25/05/2012;19/04/2012;0;0;0;0;2011;13/02/2012;Интерфакс;2315012170
RPSZ;ОАО "Раменский приборостроительный завод";15/06/2012;26/04/2012;226;;;;2011;13/04/2012;Интерфакс;5040001426
CHLB;ОАО АКБ "ЧЕЛИНДБАНК";28/05/2012;18/04/2012;0.08;;0.08;;2011;17/04/2012;Интерфакс;7453002182
CHEA;ОАО "Череповецкий "Азот";21/05/2012;14/04/2012;0;0;0;0;2011;06/04/2012;Интерфакс;3528006729
KBGR;ОАО "Кубанская генерирующая компания";22/05/2012;04/04/2012;0;;0;;2011;09/04/2012;Интерфакс;2312128916
VLCB;ОАО "Волга-Кредит" банк;22/05/2012;06/04/2012;;;;;2011;06/04/2012;Интерфакс;6310000192
ZDEG;ОАО "Завод им.В.А.Дегтярева";18/05/2012;30/03/2012;5.55;;5.55;;2011;13/02/2012;Интерфакс;3305004083
CHKZ;ОАО "Челябинский кузнечно-прессовый завод";07/06/2012;23/04/2012;40;50;;;2011;10/04/2012;Интерфакс;7449006184
TRCN;ОАО "Центр по перевозке грузов в контейнерах "ТрансКонтейнер";26/06/2012;14/05/2012;87.68;;;;2011;12/04/2012;Интерфакс;7708591995
SKBP;ОАО "Соликамскбумпром";30/03/2012;20/02/2012;50.79;;50.79;;2011;17/02/2012;Интерфакс;5919470121
NHFM;ОАО "Новосибхимфарм";15/06/2012;30/04/2012;;;;;2011;27/03/2012;Интерфакс;5405101302
NMTP;ОАО "Новороссийский морской торговый порт";15/06/2012;25/04/2012;0.0235;;;;2011;09/04/2012;Интерфакс;2315004404
AKGS;ОАО "Алтайкрайгазсервис";25/05/2012;18/04/2012;;;;;2011;17/04/2012;Интерфакс;2221024324
OMNB;ОАО "Омутнинская научная опытно-промышленная база";31/05/2012;20/04/2012;;;;;2011;10/04/2012;Интерфакс;4322000429
MLBL;ОАО "Молочный комбинат Благовещенский";02/03/2012;10/02/2012;;;;;2011;07/02/2012;Интерфакс;2801018878
UKGS;ОАО "Южно-Кузбасская ГРЭС";30/05/2012;28/04/2012;0;;0;;2011;19/04/2012;Интерфакс;4222010511
BNGF;ОАО "Башнефтегеофизика";15/05/2012;20/04/2012;200;;200;;2011;07/02/2012;Интерфакс;0275009544
URAM;ОАО "Уральский Завод Тяжелого Машиностроения" (Уралмаш);30/05/2012;17/04/2012;0;0;0;0;2011;17/04/2012;Интерфакс;6663005798
KSIN;ОАО "Курганское общество медпрепаратов и изделий "Синтез";29/06/2012;14/05/2012;;;;;2011;09/02/2012;ДКК;4501023743
ARSB;ОАО "Архангельская сбытовая компания";31/05/2012;16/04/2012;0.0006;0.0043;0.0006;0.0043;2011;13/04/2012;Интерфакс;2901134250
KPMO;ОАО "Казанское Моторостроительное Производственное Объед-ние ";22/06/2012;17/05/2012;16.79;;;;2011;10/04/2012;Интерфакс;1657005416
BOGN;Богдановичское открытое акционерное общество по производству огнеупорных материалов;25/05/2012;06/04/2012;0;;0;;2011;06/02/2012;Интерфакс;6605001321
KZOM;ОАО "Кировский завод по обработке цветных металлов";24/05/2012;08/04/2012;0;;0;;2011;06/04/2012;Интерфакс;4347000477
TAKB;ОАО "Таганрогский авиационный НТК  им.Г.М.Бериева";25/05/2012;24/04/2012;0;;0;;2011;19/04/2012;Интерфакс;6154028021
KEMZ;ОАО "Ковровский электромеханический завод";29/06/2012;11/05/2012;12.7;25.3;;;2011;20/02/2012;Интерфакс;3305004421
KZSB;ОАО "Кузбасская энергетическая сбытовая компания";29/05/2012;27/04/2012;0;;0;;2011;17/04/2012;Интерфакс;4205109214
BLRE;Сельскохозяйственное ОАО "Белореченское";22/03/2012;20/02/2012;243;;243;;2011;21/02/2012;Интерфакс;3840001848
SKAI;ОАО "Себряковский комбинат асбестоцементных изделий";17/05/2012;12/04/2012;;;;;2011;03/02/2012;Интерфакс;3437000078
KCIK;ОАО "Кировский ордена Отечественной войны I степени комбинат искусственных кож";25/05/2012;N/A;0;;0;;2011;13/04/2012;Интерфакс;4348003456
NNSB;ОАО "Нижегородская сбытовая компания";16/05/2012;09/04/2012;50.1715;50.1715;50.1715;50.1715;2011;10/04/2012;Интерфакс;5260148520
SYSY;ОАО  "Сусуманский ГОК "Сусуманзолото";22/05/2012;22/04/2012;35;;35;;2011;17/04/2012;Интерфакс;4905001978
URKZ;ОАО "Уральская кузница";18/05/2012;16/04/2012;0;;;;2011;17/04/2012;Интерфакс;7420000133
ACBK;ОАО "Архангельский ЦБК";15/05/2012;30/03/2012;;;;;2011;13/04/2012;Интерфакс;2903000446
SFMD;ОАО "Сафьяновская медь";04/06/2012;19/04/2012;;;;;2011;16/04/2012;Интерфакс;6628002547
KADV;ОАО "Калужский двигатель";25/05/2012;10/04/2012;0;0.5;0;0.5;2011;27/03/2012;Интерфакс;4000000255
PHOR;ОАО "ФосАгро";30/05/2012;18/04/2012;32.5;;32.5;;2011;11/04/2012;Интерфакс;7736216869
KZFF;ОАО "Ключевский завод ферросплавов";01/06/2012;13/04/2012;0;;0;;2011;13/04/2012;Интерфакс;6652002273
KMVR;ОАО "Комбинат мясной Воронежский";16/03/2012;16/02/2012;;;;;2011;09/02/2012;Интерфакс;3650001529
BANE;ОАО "АНК "Башнефть";29/06/2012;15/05/2012;99;99;;;2011;18/04/2012;Интерфакс;0274051582
DAHF;ОАО "Дальхимфарм";25/05/2012;05/04/2012;;;;;2011;10/02/2012;Интерфакс;2702010564
BIOH;ОАО "Биохимик" (Саранск);22/06/2012;08/05/2012;;;;;2011;09/02/2012;Интерфакс;1325030352
METP;ОАО по строительству метрополитена в городе Санкт-Петербурге "Метрострой";14/06/2012;02/05/2012;40;49;;;2011;03/02/2012;Интерфакс;7813046910
BGDV;ОАО "Большой гостиный двор";20/04/2012;01/03/2012;26.19;;26.19;;2011;06/02/2012;Интерфакс;7830001892
GAZP;ОАО "Газпром";29/06/2012;10/05/2012;8.97;;;;2011;07/02/2012;Интерфакс;7736050003
STAR;ОАО "СТАР";24/05/2012;02/04/2012;0.03;;0.03;;2011;02/02/2012;Интерфакс;5904100329
BRAR;ОАО "Брянский арсенал";02/05/2012;26/03/2012;0;0;0;0;2011;27/03/2012;Интерфакс;3201001955
RUSI;ОАО "ИНВЕСТИЦИОННАЯ КОМПАНИЯ РУСС-ИНВЕСТ";05/06/2012;20/04/2012;0;;0;;2011;18/04/2012;Интерфакс;7704081545
SEGZ;ОАО "Сарапульский электрогенераторный завод";25/05/2012;09/04/2012;0;;0;;2011;01/02/2012;Интерфакс;1827001683
TVRK;ОАО "На Тверской";25/05/2012;18/04/2012;0;;0;;2011;18/04/2012;Интерфакс;7710080645
UFAL;ОАО "Уфалейникель";24/05/2012;16/04/2012;0;;;;2011;17/04/2012;Интерфакс;7402001769
NFAV;ОАО "Нефтеавтоматика";15/06/2012;11/05/2012;;;;;2011;13/04/2012;Интерфакс;0278005403
SESR;ОАО "Саратовэнергоспецремонт";30/05/2012;20/04/2012;;;;;2011;19/04/2012;Интерфакс;6450074885
TNFP;ОАО "Татнефтепром";18/05/2012;12/04/2012;;;;;2011;12/04/2012;Интерфакс;1644009854
KVNT;ОАО "Квант";18/06/2012;04/05/2012;0;0;;;2011;13/04/2012;Интерфакс;7735032629
ORER;ОАО "Оренбургэнергостройремонт";30/05/2012;20/04/2012;;;;;2011;19/04/2012;Интерфакс;5611025544
AKBR;ОАО АКБ  "АК БАРС";25/05/2012;19/04/2012;0.006511;;0.006511;;2011;19/04/2012;Интерфакс;1653001805
TZUM;ОАО "Торговый Дом "ЦУМ";04/06/2012;27/04/2012;0;;;;2011;27/04/2012;Интерфакс;7707073366
TTLK;ОАО "Таттелеком";27/04/2012;12/03/2012;0.01016;;0.01016;;2011;21/02/2012;Интерфакс;1681000024
VRSB;ОАО "Воронежская энергосбытовая компания";22/05/2012;16/04/2012;0.061655;0.061655;0.061655;0.061655;2011;17/04/2012;Интерфакс;3663050467
VRSB;ОАО "Воронежская энергосбытовая компания";22/05/2012;16/04/2012;1.202;1.202;;;1 квартал 2012;17/04/2012;Интерфакс;3663050467
TYMT;ОАО "Тулачермет";01/06/2012;12/04/2012;0;0;0;0;2011;13/04/2012;Интерфакс;7105008031
PLSM;Открытое акционерное общество "Плазмек";31/05/2012;23/04/2012;0;;0;;2011;19/04/2012;Интерфакс;7709732938
TRNM;ОАО МТЗ ТРАНСМАШ;20/04/2012;07/03/2012;5;;5;;2011;17/02/2012;Интерфакс;7707019672
KNDO;ОАО "Кондопога";28/04/2012;10/03/2012;0;;;;2011;;Интерфакс;1003000650
SLME;ОАО "Славнефть-Мегионнефтегазгеология";21/06/2012;04/05/2012;4.74;4.74;;;2011;13/04/2012;Интерфакс;8605005954
SODD;ОАО "Сода";10/05/2012;04/04/2012;35.14;35.14;35.14;35.14;1 квартал 2012;10/04/2012;Интерфакс;0268015226
MISB;ОАО "Мариэнергосбыт";15/05/2012;09/04/2012;0.12629;0.12629;0.12629;0.12629;2011;09/04/2012;Интерфакс;1215099739
RNTM;Роснефть-Термнефть, обыкновенные;17/06/2012;02/05/2012;;;;;2011;17/04/2012;Интерфакс;
LSNG;ОАО Э и Э "Ленэнерго";20/06/2012;04/05/2012;0;1.5197884;;;2011;04/05/2012;Интерфакс;7803002209
NNOG;ОАО "Нижегородоблгаз";28/06/2012;23/05/2012;3.59;;;;2011;27/04/2012;Интерфакс;5200000102
DDOZ;ОАО "Дятьковский деревообрабатывающий завод";29/06/2012;26/05/2012;0;;;;2011;16/05/2012;Интерфакс;3202000016
AVAZ;ОАО "АВТОВАЗ";28/06/2012;11/05/2012;0;0;;;2011;30/03/2012;Интерфакс;6320002223
KNFT;ОАО "Коминефть";08/06/2012;27/04/2012;0;0;;;2011;02/05/2012;Интерфакс;1102000019
MORI;ОАО "Морион";22/06/2012;17/05/2012;0;;;;2011;17/05/2012;Интерфакс;5905000038
